,종점,노선ID,노선번호,노선유형,기점
14757,봉곡청마루출발지(종점),GMB27-130,27-1,일반버스,봉곡청마루출발지(종점)
14758,금오산출발,GMB27-210,27-2,좌석버스,구미대학교안
14759,구미대학교안,GMB27-220,27-2,좌석버스,금오산출발
14760,금오산출발,GMB2710,27,일반버스,구미대학교안
14761,구미대학교안,GMB2720,27,일반버스,금오산출발
14762,구미역(중앙시장),GMB28-110,28-1,일반버스,구미역(선산노선정류장)
14763,구미역(중앙시장),GMB2830,28,일반버스,구미역(선산노선정류장)
14764,문성2지구,GMB2910,29,일반버스,구미역(선산노선정류장)
14765,구미역(중앙시장),GMB2920,29,일반버스,문성2지구
14766,황상종점,GMB303-130,303-1,일반버스,황상종점 출발점
14767,황상종점,GMB303-131,303-1,일반버스,황상종점 출발점
14768,황상종점,GMB303-132,303-1,일반버스,황상종점 출발점
14769,황상종점,GMB303-133,303-1,일반버스,황상종점 출발점
14770,황상종점,GMB303-134,303-1,일반버스,황상종점 출발점
14771,황상종점,GMB30330,303,일반버스,황상종점 출발점
14772,구미역(중앙시장),GMB340-130,340-1,일반버스,원호대우아파트건너
14773,구미역(중앙시장),GMB340-236,340-2,일반버스,봉곡청마루출발지(종점)
14774,구미역(중앙시장),GMB340-330,340-3,일반버스,봉곡청마루출발지(종점)
14775,봉곡청마루출발지(종점),GMB340-435,340-4,일반버스,구미역
14776,청솔아파트건너,GMB340-512,340-5,일반버스,구미역
14777,구미역(중앙시장),GMB340-713,340-7,일반버스,청솔아파트앞
14778,구미역(중앙시장),GMB340-738,340-7,일반버스,도봉초등학교앞
14779,구미역(중앙시장),GMB34011,340,일반버스,귀빈맨션(구미여고)
14780,구미역(중앙시장),GMB34030,340,일반버스,구미역
14781,숭오리 종점,GMB360-110,360-1,일반버스,봉곡청마루출발지(종점)
14782,봉곡청마루출발지(종점),GMB360-120,360-1,일반버스,숭오리종점출발
14783,숭오리 종점,GMB360-212,360-2,일반버스,원호대우아파트건너
14784,원호대우아파트앞,GMB360-222,360-2,일반버스,숭오리종점출발
14785,봉곡청마루출발지(종점),GMB360-325,360-3,일반버스,숭오리종점출발
14786,숭오리 종점,GMB36010,360,일반버스,구미역
14787,숭오리 종점,GMB36014,360,일반버스,귀빈맨션(구미여고)
14788,구미역(중앙시장),GMB36020,360,일반버스,숭오리종점출발
14789,숭오리 종점,GMB36110,361,일반버스,구미역
14790,구미역(중앙시장),GMB36120,361,일반버스,숭오리종점출발
14791,옥계대백타운종점,GMB380-110,380-1,일반버스,구미역
14792,구미역(중앙시장),GMB380-120,380-1,일반버스,옥계대백타운 출발지
14793,황상종점,GMB380-210,380-2,일반버스,구미역
14794,구미역(중앙시장),GMB380-220,380-2,일반버스,황상종점 출발점
14795,구미역(중앙시장),GMB380-320,380-3,일반버스,황상종점 출발점
14796,원호대우아파트앞,GMB380-321,380-3,일반버스,황상종점 출발점
14797,황상종점,GMB38010,380,일반버스,구미역
14798,구미역(중앙시장),GMB38020,380,일반버스,황상종점 출발점
14799,금오공대종점,GMB404-130,404-1,좌석버스,금오공대종점
14800,금오공대종점,GMB40431,404,일반버스,금오공대종점
14801,문성2지구,GMB410-131,410-1,좌석버스,구미역
14802,원호대우아파트앞,GMB410-135,410-1,일반버스,구미역
14803,구미역(중앙시장),GMB410-236,410-2,일반버스,원호대우아파트건너
14804,원호대우아파트앞,GMB410-330,410-3,일반버스,구미역
14805,구미역(중앙시장),GMB410-430,410-4,일반버스,원호대우아파트건너
14806,원호대우아파트앞,GMB410-530,410-5,일반버스,구미역
14807,구미역(중앙시장),GMB410-630,410-6,일반버스,청솔아파트앞
14808,청솔아파트건너,GMB410-711,410-7,일반버스,구미역
14809,구미역(중앙시장),GMB41012,410,일반버스,귀빈맨션(구미여고)
14810,구미역(중앙시장),GMB41030,410,일반버스,구미역
14811,구미역(중앙시장),GMB411-136,411-1,일반버스,원호대우아파트건너
14812,구미역(중앙시장),GMB411-234,411-2,일반버스,구미역
14813,구미역(중앙시장),GMB411-339,411-3,일반버스,봉곡청마루출발지(종점)
14814,봉곡청마루출발지(종점),GMB411-437,411-4,일반버스,구미역
14815,구미역(중앙시장),GMB411-532,411-5,일반버스,봉곡청마루출발지(종점)
14816,원호대우아파트앞,GMB411-635,411-6,일반버스,구미역
14817,원호대우아파트앞,GMB411-731,411-7,일반버스,구미역
14818,구미역(중앙시장),GMB41130,411,일반버스,구미역
14819,구미역(중앙시장),GMB46030,460,일반버스,구미역
14820,구미역(중앙시장),GMB46130,461,일반버스,구미역
14821,구미종합터미널앞,GMB500010,5000,좌석버스,김천시외버스터미널(종점)
14822,김천시외버스터미널 종점,GMB500020,5000,좌석버스,구미종합터미널건너
14823,금오공대종점,GMB51-110,51-1,일반버스,김천시외버스터미널(종점)
14824,김천시외버스터미널 종점,GMB51-120,51-1,일반버스,금오공대종점
14825,황상종점,GMB510010,5100,좌석버스,김천시외버스터미널(종점)
14826,김천시외버스터미널 종점,GMB510020,5100,좌석버스,황상종점 출발점
14827,김천시외버스터미널 종점,GMB5130,51,일반버스,김천시외버스터미널(종점)
14828,김천(구미)역구미행,GMB52-110,52-1,일반버스,선산터미널종점
14829,칠산(진등방면),GMB52-111,52-1,일반버스,선산터미널종점
14830,김천(구미)역구미행,GMB52-112,52-1,일반버스,선산터미널종점
14831,선산터미널종점,GMB52-120,52-1,일반버스,김천(구미)역구미행
14832,선산터미널종점,GMB52-121,52-1,일반버스,칠산(경북과학기술고등학교방면)
14833,선산터미널종점,GMB52-122,52-1,좌석버스,칠산(경북과학기술고등학교방면)
14834,양포동행정복지센터건너,GMB520010,5200,좌석버스,김천시외버스터미널(종점)
14835,김천시외버스터미널 종점,GMB520020,5200,좌석버스,양포동행정복지센터
14836,선산터미널종점,GMB5210,52,일반버스,김천시외버스터미널(종점)
14837,김천시외버스터미널 종점,GMB5220,52,일반버스,선산터미널종점
14838,구미종합터미널앞,GMB53-111,53-1,일반버스,김천시외버스터미널(종점)
14839,김천시외버스터미널 종점,GMB53-121,53-1,일반버스,구미종합터미널건너
14840,구미종합터미널앞,GMB5310,53,일반버스,김천시외버스터미널(종점)
14841,구미종합터미널앞,GMB5311,53,좌석버스,김천시외버스터미널(종점)
14842,구미종합터미널앞,GMB5313,53,좌석버스,김천시외버스터미널(종점)
14843,김천시외버스터미널 종점,GMB5320,53,일반버스,구미종합터미널건너
14844,김천시외버스터미널 종점,GMB5321,53,좌석버스,구미종합터미널건너
14845,김천시외버스터미널 종점,GMB5322,53,좌석버스,구미종합터미널건너
14846,김천시외버스터미널 종점,GMB5323,53,좌석버스,구미종합터미널건너
14847,오태1동,GMB5510,55,일반버스,김천시외버스터미널(종점)
14848,오태1동,GMB5511,55,일반버스,김천시외버스터미널(종점)
14849,오태1동,GMB5512,55,좌석버스,김천시외버스터미널(종점)
14850,김천시외버스터미널 종점,GMB5520,55,일반버스,오태1동
14851,김천시외버스터미널 종점,GMB5522,55,일반버스,오태1동
14852,구미종합터미널앞,GMB55310,553,좌석버스,김천시외버스터미널(종점)
14853,김천시외버스터미널 종점,GMB55320,553,좌석버스,구미종합터미널건너
14854,구미종합터미널앞,GMB55410,554,좌석버스,김천(구미)역구미행
14855,김천(구미)역구미행,GMB55420,554,좌석버스,구미종합터미널건너
14856,구미종합터미널앞,GMB555-110,555-1,좌석버스,김천시외버스터미널(종점)
14857,김천시외버스터미널 종점,GMB555-120,555-1,좌석버스,구미종합터미널건너
14858,금오공대종점,GMB55710,557,좌석버스,김천시외버스터미널(종점)
14859,김천시외버스터미널 종점,GMB55720,557,좌석버스,금오공대종점
14860,금오공대종점,GMB5710,57,일반버스,김천시외버스터미널(종점)
14861,김천시외버스터미널 종점,GMB5720,57,일반버스,금오공대종점
14862,김천시외버스터미널 종점,GMB5721,57,일반버스,금오공대종점
14863,오태1동,GMB60-131,60-1,일반버스,오태1동
14864,오태1동,GMB6030,60,일반버스,오태1동
14865,CNG충전소(탑승불가),GMB66610,666,좌석버스,CNG충전소(탑승불가)
14866,선산터미널종점,GMB70-130,70-1,일반버스,선산터미널종점
14867,선산터미널종점,GMB70-230,70-2,일반버스,선산터미널종점
14868,선산터미널종점,GMB70-231,70-2,일반버스,선산터미널종점
14869,선산터미널종점,GMB70-330,70-3,일반버스,선산터미널종점
14870,선산터미널종점,GMB70-331,70-3,일반버스,선산터미널종점
14871,선산터미널종점,GMB70-430,70-4,일반버스,선산터미널종점
14872,선산터미널종점,GMB7030,70,일반버스,선산터미널종점
14873,선산터미널종점,GMB71-120,71-1,좌석버스,안곡1리
14874,선산터미널종점,GMB71-130,71-1,일반버스,선산터미널종점
14875,선산터미널종점,GMB71030,710,좌석버스,선산터미널종점
14876,선산터미널종점,GMB7130,71,일반버스,선산터미널종점
14877,선산터미널종점,GMB7131,71,일반버스,선산터미널종점
14878,선산터미널종점,GMB7132,71,일반버스,선산터미널종점
14879,안곡(산현4리방면),GMB7133,71,일반버스,선산터미널종점
14880,선산터미널종점,GMB72-130,72-1,일반버스,선산터미널종점
14881,선산터미널종점,GMB72-230,72-2,일반버스,선산터미널종점
14882,선산터미널종점,GMB72-231,72-2,일반버스,선산터미널종점
14883,선산터미널종점,GMB72-332,72-3,일반버스,선산터미널종점
14884,선산터미널종점,GMB72-431,72-4,일반버스,선산터미널종점
14885,선산터미널종점,GMB72-530,72-5,일반버스,선산터미널종점
14886,선산터미널종점,GMB72-630,72-6,일반버스,선산터미널종점
14887,선산터미널종점,GMB72-631,72-6,일반버스,선산터미널종점
14888,선산터미널종점,GMB72-730,72-7,일반버스,선산터미널종점
14889,선산터미널종점,GMB7230,72,일반버스,선산터미널종점
14890,선산터미널종점,GMB73-131,73-1,일반버스,선산터미널종점
14891,선산터미널종점,GMB73-230,73-2,일반버스,선산터미널종점
14892,소보정류장,GMB73-310,73-3,일반버스,선산터미널종점
14893,선산터미널종점,GMB73-320,73-3,일반버스,소보출발
14894,선산터미널종점,GMB73030,730,좌석버스,선산터미널종점
14895,선산터미널종점,GMB7330,73,일반버스,선산터미널종점
14896,경운대학교(구미운전면허센터),GMB74-111,74-1,일반버스,선산터미널종점
14897,선산터미널종점,GMB74-121,74-1,일반버스,경운대학교(구미운전면허센터)
14898,경운대학교(구미운전면허센터),GMB74-210,74-2,일반버스,선산터미널종점
14899,선산터미널종점,GMB74-322,74-3,일반버스,해평버스정류장
14900,선산터미널종점,GMB74-430,74-4,일반버스,선산터미널종점
14901,해평버스정류장,GMB74010,740,좌석버스,선산터미널종점
14902,선산터미널종점,GMB74020,740,좌석버스,해평버스정류장
14903,해평버스정류장,GMB7410,74,일반버스,선산터미널종점
14904,선산터미널종점,GMB7420,74,일반버스,해평버스정류장
14905,산동파출소앞,GMB78-110,78-1,일반버스,선산터미널종점
14906,산동파출소앞,GMB78-220,78-2,일반버스,장천버스터미널 종점
14907,장천버스터미널 종점,GMB78-310,78-3,일반버스,선산터미널종점
14908,선산터미널종점,GMB78-420,78-4,일반버스,산동파출소앞
14909,선산터미널종점,GMB7820,78,일반버스,장천버스터미널 종점
14910,선산터미널종점,GMB7830,78,일반버스,선산터미널종점
14911,구미역,GMB80-130,80-1,좌석버스,구미역
14912,경운대학교(구미운전면허센터),GMB8010,80,좌석버스,인동차고지
14913,인동차고지,GMB8020,80,좌석버스,경운대학교(구미운전면허센터)
14914,장천버스터미널 종점,GMB8330,83,일반버스,장천버스터미널 종점
14915,장천버스터미널 종점,GMB8432,84,일반버스,장천버스터미널 종점
14916,장천버스터미널 종점,GMB8532,85,일반버스,장천버스터미널 종점
14917,장천버스터미널 종점,GMB8630,86,일반버스,장천버스터미널 종점
14918,천평종점,GMB881-113,881-1,일반버스,구미역
14919,천평종점,GMB88110,881,일반버스,구미역
14920,구미역(중앙시장),GMB88120,881,일반버스,천평종점
14921,성곡종점,GMB88210,882,일반버스,구미역
14922,구미역(중앙시장),GMB88220,882,일반버스,성곡종점
14923,경운대학교(구미운전면허센터),GMB883-111,883-1,일반버스,구미역
14924,구미역(중앙시장),GMB883-121,883-1,일반버스,경운대학교(구미운전면허센터)
14925,장천버스터미널 종점,GMB88310,883,일반버스,구미역
14926,구미역(중앙시장),GMB88320,883,일반버스,장천버스터미널 종점
14927,경운대학교(구미운전면허센터),GMB884-111,884-1,일반버스,구미역
14928,구미역(중앙시장),GMB884-121,884-1,일반버스,경운대학교(구미운전면허센터)
14929,장천버스터미널 종점,GMB884-210,884-2,일반버스,구미역
14930,장천버스터미널 종점,GMB88410,884,일반버스,구미역
14931,구미역(중앙시장),GMB88420,884,일반버스,장천버스터미널 종점
14932,동명면우체국건너,GMB885-111,885-1,일반버스,구미역
14933,동명면우체국건너,GMB88510,885,일반버스,구미역
14934,구미역(중앙시장),GMB88520,885,일반버스,동명면우체국
14935,해평버스정류장,GMB89010,890,좌석버스,구미역
14936,구미역(중앙시장),GMB89020,890,좌석버스,해평버스정류장
14937,경운대학교(구미운전면허센터),GMB891-111,891-1,좌석버스,구미역
14938,구미역(중앙시장),GMB891-121,891-1,좌석버스,경운대학교(구미운전면허센터)
14939,구미역(중앙시장),GMB891-220,891-2,좌석버스,옥계대백타운 출발지
14940,옥계대백타운종점,GMB89110,891,좌석버스,구미역
14941,구미역(중앙시장),GMB89120,891,좌석버스,옥계대백타운 출발지
14942,인동정류장 종점,GMB90-230,90-2,좌석버스,인동정류장(인동중학교방면)
14943,AGC화인테크노한국앞,GMB90010,900,좌석버스,구미역
14944,구미역(중앙시장),GMB90020,900,일반버스,AGC화인테크노한국건너
14945,해평버스정류장,GMB9010,90,일반버스,인동정류장(인동중학교방면)
14946,해평버스정류장,GMB9011,90,일반버스,구미역
14947,해평버스정류장,GMB9012,90,일반버스,인동정류장(인동중학교방면)
14948,해평버스정류장,GMB9013,90,일반버스,귀빈맨션(구미여고)
14949,인동정류장 종점,GMB9020,90,일반버스,해평버스정류장
14950,인동정류장 종점,GMB9021,90,일반버스,해평버스정류장
14951,인동정류장 종점,GMB9022,90,일반버스,해평버스정류장
14952,인덕중흥S클래스건너,GMB910-111,910-1,좌석버스,구미역
14953,구미역(중앙시장),GMB910-121,910-1,좌석버스,인덕중흥S클래스앞
14954,인덕중흥S클래스건너,GMB91010,910,좌석버스,구미역
14955,구미역(중앙시장),GMB91020,910,좌석버스,인덕중흥S클래스앞
14956,금오공대종점,GMB9110,91,일반버스,황상종점 출발점
14957,황상종점,GMB9120,91,일반버스,금오공대종점
14958,경운대학교(구미운전면허센터),GMB92-110,92-1,일반버스,인동정류장(인동중학교방면)
14959,인동정류장 종점,GMB92-120,92-1,일반버스,경운대학교(구미운전면허센터)
14960,경운대학교(구미운전면허센터),GMB92-210,92-2,좌석버스,인동정류장(인동중학교방면)
14961,인동정류장 종점,GMB92-220,92-2,좌석버스,경운대학교(구미운전면허센터)
14962,장천버스터미널 종점,GMB9210,92,일반버스,인동정류장(인동중학교방면)
14963,인동정류장 종점,GMB9220,92,일반버스,장천버스터미널 종점
14964,양호동종점,GMB9310,93,일반버스,인동정류장(인동중학교방면)
14965,인동정류장 종점,GMB9320,93,일반버스,양호동종점
14966,신장리,GMB9410,94,일반버스,인동정류장(인동중학교방면)
14967,인동정류장 종점,GMB9420,94,일반버스,신장리
14968,장천버스터미널 종점,GMB95-110,95-1,일반버스,인동정류장(인동중학교방면)
14969,장천버스터미널 종점,GMB95-111,95-1,일반버스,구미역
14970,인동정류장(인동사거리방면),GMB95-120,95-1,일반버스,장천버스터미널 종점
14971,인동정류장(인동사거리방면),GMB95-121,95-1,일반버스,경운대학교(구미운전면허센터)
14972,해평버스정류장,GMB95-210,95-2,일반버스,인동정류장(인동중학교방면)
14973,해평버스정류장,GMB95-211,95-2,일반버스,인동정류장(인동중학교방면)
14974,인동정류장(인동사거리방면),GMB95-220,95-2,일반버스,해평버스정류장
14975,산동농공단지입구,GMB9510,95,일반버스,인동정류장(인동중학교방면)
14976,인동정류장(인동사거리방면),GMB9520,95,일반버스,산동농공단지입구
14977,산동농공단지입구,GMB9630,96,일반버스,산동농공단지입구
14978,장천버스터미널 종점,GMB9710,97,일반버스,금오공대입구(옥계중학교방면)
14979,금오공대종점,GMB9720,97,일반버스,장천버스터미널 종점
14980,한국폴리텍대학,TSB356000001,1,일반버스,한국폴리텍대학
14981,한국폴리텍대학,TSB356000002,1,일반버스,한국폴리텍대학
14982,한국폴리텍대학,TSB356000006,3,일반버스,영주여객
14983,한국폴리텍대학,TSB356000007,3,일반버스,한국폴리텍대학
14984,반구,TSB356000008,5,일반버스,반구
14985,한국폴리텍대학,TSB356000009,5,일반버스,영주여객
14986,반구,TSB356000010,5,일반버스,반구
14987,한국폴리텍대학,TSB356000011,8,일반버스,한국폴리텍대학
14988,한국폴리텍대학,TSB356000012,8,일반버스,영주여객
14989,반구,TSB356000014,5-1,일반버스,청구아파트앞
14990,덕골.두월,TSB356000016,31,일반버스,영주여객
14991,지동1리,TSB356000017,532,일반버스,영주여객
14992,분계,TSB356000018,220,일반버스,영주여객
14993,용혈2리,TSB356000019,20-2,일반버스,영주여객
14994,삼가리,TSB356000020,226,일반버스,영주여객
14995,월전리,TSB356000021,330,일반버스,영주여객
14996,물야,TSB356000022,55-2,일반버스,영주여객
14997,봉화공용터미널,TSB356000023,632,일반버스,영주여객
14998,두산1리,TSB356000024,24,일반버스,영주여객
14999,전구리,TSB356000025,124,일반버스,영주여객
15000,내림2리.안수구리,TSB356000026,332,일반버스,영주여객
15001,대평,TSB356000027,352,일반버스,영주여객
15002,용암,TSB356000028,455,일반버스,영주여객
15003,옥대리,TSB356000029,554,일반버스,영주여객
15004,두전1리,TSB356000030,10,일반버스,영주여객
15005,부석사,TSB356000031,227,일반버스,영주여객
15006,덕현,TSB356000032,153,일반버스,영주여객
15007,천본1리,TSB356000033,30-2,일반버스,영주여객
15008,망년,TSB356000034,433,일반버스,영주여객
15009,감천,TSB356000035,21,일반버스,영주여객
15010,소룡리,TSB356000036,221,일반버스,영주여객
15011,옥대리,TSB356000037,354,일반버스,영주여객
15012,옥대리,TSB356000038,54,일반버스,영주여객
15013,대평,TSB356000039,252,일반버스,영주여객
15014,덕현,TSB356000040,53,일반버스,영주여객
15015,동양대학교,TSB356000041,122,일반버스,영주여객
15016,동양대학교,TSB356000042,22,일반버스,영주여객
15017,옹천,TSB356000043,30,일반버스,영주여객
15018,덕골.두월,TSB356000044,231,일반버스,영주여객차고지
15019,갈산1리,TSB356000045,21-3,일반버스,영주여객
15020,분계,TSB356000046,120,일반버스,영주여객
15021,조제리.삼계,TSB356000047,720,일반버스,영주여객
15022,조제리.삼계,TSB356000048,20,일반버스,영주여객
15023,생달,TSB356000049,233,일반버스,영주여객
15024,삼양홈마트,TSB356000051,33,일반버스,영주여객
15025,재산현동,TSB356000052,133,일반버스,영주여객
15026,삼가리,TSB356000053,126,일반버스,영주여객
15027,삼가리,TSB356000054,26,일반버스,영주여객
15028,조제리.삼계,TSB356000055,420,일반버스,영주여객
15029,상운,TSB356000056,232,일반버스,영주여객
15030,옹천,TSB356000057,530,일반버스,영주여객
15031,천본1리,TSB356000058,30-3,일반버스,영주여객
15032,샘실,TSB356000060,55-3,일반버스,영주여객
15033,선돌,TSB356000062,432,일반버스,영주여객
15034,설매리,TSB356000063,32,일반버스,영주여객
15035,갈산1리,TSB356000064,21-1,일반버스,영주여객
15036,남본삼거리,TSB356000065,21-5,일반버스,영주여객
15037,창락1리,TSB356000067,225,일반버스,영주여객
15038,옹천,TSB356000068,230,일반버스,영주여객
15039,여륵2리.탑골,TSB356000069,210,일반버스,영주여객
15040,미림,TSB356000070,20-3,일반버스,영주여객
15041,희방,TSB356000072,125,일반버스,영주여객
15042,부석사,TSB356000073,155,일반버스,영주여객
15043,서부름,TSB356000074,331,일반버스,영주여객
15044,원천,TSB356000075,131,일반버스,영주여객
15045,산약테마공원,TSB356000077,130,일반버스,영주여객
15046,평은리,TSB356000078,30-1,일반버스,영주여객
15047,월전리,TSB356000079,630,일반버스,영주여객
15048,천본1리,TSB356000080,30-4,일반버스,영주여객
15049,부석사,TSB356000082,127,일반버스,영주여객
15050,부석사,TSB356000083,27,일반버스,영주여객
15051,하촌3리,TSB356000084,23,일반버스,영주여객
15052,갈산1리,TSB356000086,21-2,일반버스,영주여객
15053,갈산1리,TSB356000087,21-4,일반버스,영주여객
15054,부석사,TSB356000088,255,일반버스,영주여객
15055,서부름,TSB356000089,431,일반버스,영주여객
15056,조제리.삼계,TSB356000090,520,일반버스,영주여객
15057,조제리.삼계,TSB356000091,620,일반버스,영주여객
15058,소룡리,TSB356000092,21,일반버스,영주여객
15059,소룡리,TSB356000093,121,일반버스,영주여객
15060,선돌,TSB356000094,832,일반버스,영주여객
15061,석포,TSB356000095,732,일반버스,영주여객
15062,옥대리,TSB356000096,154,일반버스,영주여객
15063,조재기,TSB356000097,254,일반버스,영주여객
15064,산약테마공원,TSB356000098,430,일반버스,영주여객
15065,미림,TSB356000099,20-1,일반버스,영주여객
15066,여륵2리.탑골,TSB356000100,110,일반버스,영주여객
15067,옥대리,TSB356000101,454,일반버스,영주여객
15068,희방,TSB356000102,25,일반버스,영주여객
15069,부석사,TSB356000103,327,일반버스,영주여객
15070,동양대학교,TSB356000104,222,일반버스,영주여객
15071,선비촌,TSB356000105,353,일반버스,영주여객
15072,부석사,TSB356000106,355,일반버스,영주여객
15073,부석사,TSB356000107,55,일반버스,영주여객
15074,청구2리.선돌,TSB356000108,253,일반버스,영주여객
15075,대평,TSB356000109,152,일반버스,영주여객
15076,분계,TSB356000110,320,일반버스,영주여객
15077,상태장,TSB356000112,52,일반버스,영주여객
15078,영주여객차고지,TSB356000113,55,일반버스,북지1리.갓띠
15079,영주여객차고지,TSB356000114,155,일반버스,북지1리.갓띠
15080,영주여객차고지,TSB356000115,255,일반버스,북지1리.갓띠
15081,영주여객차고지,TSB356000116,355,일반버스,북지1리.갓띠
15082,영주여객차고지,TSB356000117,455,일반버스,화감
15083,영주여객차고지,TSB356000118,27,일반버스,북지1리.갓띠
15084,영주여객차고지,TSB356000119,127,일반버스,북지1리.갓띠
15085,영주여객차고지,TSB356000120,227,일반버스,북지1리.갓띠
15086,영주여객차고지,TSB356000121,327,일반버스,북지1리.갓띠
15087,영주여객차고지,TSB356000122,23,일반버스,하촌3리
15088,영주여객차고지,TSB356000123,24,일반버스,두산2리
15089,영주여객차고지,TSB356000124,124,일반버스,옥동
15090,영주여객차고지,TSB356000125,25,일반버스,희방
15091,영주여객차고지,TSB356000126,125,일반버스,희방
15092,영주여객차고지,TSB356000127,225,일반버스,풍기온천
15093,영주여객차고지,TSB356000128,26,일반버스,삼가교입구
15094,영주여객차고지,TSB356000129,126,일반버스,삼가교입구
15095,영주여객차고지,TSB356000130,226,일반버스,삼가교입구
15096,영주여객차고지,TSB356000131,22,일반버스,동양대학교
15097,영주여객차고지,TSB356000132,122,일반버스,한양아파트
15098,영주여객차고지,TSB356000133,222,일반버스,한양아파트
15099,영주여객차고지,TSB356000134,20,일반버스,멱실
15100,영주여객차고지,TSB356000135,120,일반버스,조제리.삼계
15101,영주여객차고지,TSB356000136,220,일반버스,멱실
15102,영주여객차고지,TSB356000138,420,일반버스,분계
15103,영주여객차고지,TSB356000139,520,일반버스,멱실
15104,영주여객차고지,TSB356000140,620,일반버스,분계
15105,영주여객차고지,TSB356000141,720,일반버스,멱실
15106,영주여객차고지,TSB356000142,20-1,일반버스,미림
15107,영주여객차고지,TSB356000143,20-2,일반버스,용혈리
15108,영주여객차고지,TSB356000144,20-3,일반버스,미림
15109,영주여객차고지,TSB356000145,30,일반버스,산약테마공원
15110,영주여객차고지,TSB356000146,130,일반버스,산약테마공원
15111,영주여객차고지,TSB356000147,230,일반버스,산약테마공원
15112,영주여객차고지,TSB356000148,330,일반버스,월전리
15113,영주여객차고지,TSB356000149,430,일반버스,산약테마공원
15114,영주여객차고지,TSB356000150,530,일반버스,산약테마공원
15115,영주여객차고지,TSB356000151,630,일반버스,월전리
15116,영주여객차고지,TSB356000152,30-1,일반버스,평은리
15117,영주여객차고지,TSB356000153,30-2,일반버스,천본1리
15118,영주여객차고지,TSB356000154,30-3,일반버스,천본1리
15119,영주여객차고지,TSB356000155,30-4,일반버스,천본1리
15120,영주여객차고지,TSB356000156,21,일반버스,소룡2리
15121,영주여객차고지,TSB356000157,121,일반버스,소룡2리
15122,영주여객차고지,TSB356000158,221,일반버스,소룡2리
15123,영주여객차고지,TSB356000159,21-1,일반버스,성곡리
15124,영주여객차고지,TSB356000160,21-2,일반버스,성곡리
15125,영주여객차고지,TSB356000161,21-3,일반버스,성곡리
15126,영주여객차고지,TSB356000162,21-4,일반버스,성곡리
15127,영주여객차고지,TSB356000163,31,일반버스,덕골.두월
15128,영주여객차고지,TSB356000164,131,일반버스,방골
15129,시민교회,TSB356000165,231,일반버스,덕골.두월
15130,영주여객차고지,TSB356000166,331,일반버스,서부름
15131,영주여객차고지,TSB356000167,431,일반버스,서부름
15132,영주여객차고지,TSB356000168,32,일반버스,설매리
15133,영주여객차고지,TSB356000170,232,일반버스,상운
15134,영주여객차고지,TSB356000171,332,일반버스,내림1리
15135,영주여객차고지,TSB356000172,432,일반버스,선돌
15136,영주여객차고지,TSB356000173,532,일반버스,지동1리
15137,영주여객차고지,TSB356000174,632,일반버스,봉화공용터미널
15138,영주여객차고지,TSB356000175,732,일반버스,번개
15139,영주여객차고지,TSB356000176,832,일반버스,선돌
15140,영주여객차고지,TSB356000177,52,일반버스,태장리
15141,영주여객차고지,TSB356000178,152,일반버스,새마
15142,영주여객차고지,TSB356000179,252,일반버스,새마
15143,영주여객차고지,TSB356000180,352,일반버스,새마
15144,영주여객차고지,TSB356000181,53,일반버스,점마
15145,영주여객차고지,TSB356000183,253,일반버스,청구2리
15146,영주여객차고지,TSB356000184,354,일반버스,선비촌 입구
15147,영주여객차고지,TSB356000185,453,일반버스,점마
15148,영주여객차고지,TSB356000186,54,일반버스,옥대리
15149,영주여객차고지,TSB356000187,154,일반버스,단곡1리.진막
15150,영주여객차고지,TSB356000188,254,일반버스,좌석
15151,영주여객차고지,TSB356000189,354,일반버스,옥대리
15152,영주여객차고지,TSB356000190,454,일반버스,옥대리
15153,영주여객차고지,TSB356000191,554,일반버스,옥대리
15154,영주여객차고지,TSB356000192,21,일반버스,감천
15155,영주여객차고지,TSB356000193,21-5,일반버스,예천시외버스터미널
15156,영주여객차고지,TSB356000194,10,일반버스,묵리
15157,영주여객차고지,TSB356000195,110,일반버스,여륵2리
15158,영주여객차고지,TSB356000196,210,일반버스,여륵2리
15159,영주여객차고지,TSB356000197,33,일반버스,삼양홈마트
15160,영주여객차고지,TSB356000198,133,일반버스,재산현동
15161,영주여객차고지,TSB356000199,233,일반버스,오전약수탕
15162,영주여객차고지,TSB356000201,433,일반버스,꽃내
15163,영주여객차고지,TSB356000202,55-1,일반버스,샘실
15164,영주여객차고지,TSB356000203,55-2,일반버스,물야
15165,영주여객차고지,TSB356000204,55-3,일반버스,샘실
15166,한국폴리텍대학,TSB356000205,8-1,일반버스,한국폴리텍대학
15167,한국폴리텍대학,TSB356000206,8,일반버스,한국폴리텍대학
15168,탄산리.원암,TSB356000211,28-2,일반버스,영주여객
15169,영주여객차고지,TSB356000212,28-2,일반버스,탄산리.원암
15170,한국폴리텍대학,TSB356000213,2,일반버스,한국폴리텍대학
15171,한국폴리텍대학,TSB356000214,2-1,일반버스,한국폴리텍대학
15172,부석사,TSB356000215,28,일반버스,영주여객
15173,영주여객차고지,TSB356000216,28,일반버스,북지1리.갓띠
15174,감천,TSB356000217,21-6,일반버스,영주여객
15175,금호터미널건너,YCB357000178,150,지선버스,금호터미널
15176,금호터미널건너,YCB357000180,150-1,지선버스,금호터미널
15177,금호터미널건너,YCB357000181,150-5,지선버스,금호터미널
