,종점,노선ID,노선번호,노선유형,기점
15178,영천터미널,YCB357000182,150-3,지선버스,금호터미널
15179,금호터미널건너,YCB357000183,151-4,지선버스,금호터미널
15180,금호터미널건너,YCB357000185,160,지선버스,금호터미널
15181,금호터미널건너,YCB357000187,161,지선버스,금호터미널
15182,금호터미널건너,YCB357000190,170,지선버스,금호터미널
15183,금호터미널건너,YCB357000192,171,지선버스,금호터미널
15184,영천터미널,YCB357000193,241,지선버스,영천터미널
15185,금호터미널건너,YCB357000194,180,지선버스,금호터미널
15186,영천터미널,YCB357000195,241-1,지선버스,영천터미널
15187,영천버스터미널앞,YCB357000196,1,순환버스,영천버스터미널앞
15188,영천버스터미널앞,YCB357000197,1-1,순환버스,영천버스터미널앞
15189,금호터미널건너,YCB357000203,160-1,지선버스,금호터미널
15190,영천터미널,YCB357000204,250,지선버스,영천터미널
15191,영천터미널,YCB357000211,271,지선버스,영천터미널
15192,영천터미널,YCB357000212,281-1,지선버스,영천터미널
15193,영천터미널,YCB357000216,293,지선버스,영천터미널
15194,창신영업소,YCB357000220,555-7,간선버스,창신아파트앞
15195,영천터미널,YCB357000223,310-1,지선버스,영천터미널
15196,영천터미널,YCB357000225,340,지선버스,영천터미널
15197,용계리,YCB357000226,340,지선버스,영천터미널
15198,영천버스터미널건너,YCB357000227,3,지선버스,충성대체력단련장
15199,영천터미널,YCB357000228,281,지선버스,영천터미널
15200,영천터미널,YCB357000229,350,지선버스,영천터미널
15201,영천터미널,YCB357000232,340-1,지선버스,영천터미널
15202,영천터미널,YCB357000235,350,지선버스,영천터미널
15203,영천터미널,YCB357000240,340-2,지선버스,영천터미널
15204,영천터미널,YCB357000245,112,지선버스,영천터미널
15205,영천터미널,YCB357000248,111-1,지선버스,영천터미널
15206,영천터미널,YCB357000249,330,지선버스,영천터미널
15207,영천터미널,YCB357000250,111-1,지선버스,영천터미널
15208,금호터미널건너,YCB357000251,181,지선버스,금호터미널
15209,영천터미널,YCB357000252,331,지선버스,영천터미널
15210,금호터미널건너,YCB357000253,111,지선버스,영천터미널
15211,SD웨딩컨벤션앞,YCB357000254,111,지선버스,영천터미널
15212,영천터미널,YCB357000257,431,지선버스,영천터미널
15213,영천터미널,YCB357000258,242,지선버스,영천터미널
15214,영천터미널,YCB357000259,410-1,지선버스,영천터미널
15215,영천터미널,YCB357000260,431,지선버스,영천터미널
15216,영천터미널,YCB357000262,420,지선버스,영천터미널
15217,영천버스터미널건너,YCB357000264,420-1,지선버스,영천터미널
15218,영천터미널,YCB357000265,242-2,지선버스,영천터미널
15219,영천버스터미널건너,YCB357000270,421,지선버스,영천터미널
15220,영천터미널,YCB357000272,271,지선버스,영천터미널
15221,영천터미널,YCB357000274,432,지선버스,영천터미널
15222,영천터미널,YCB357000275,271,지선버스,영천터미널
15223,영천터미널,YCB357000280,294,지선버스,영천터미널
15224,영천터미널,YCB357000287,310,지선버스,영천터미널
15225,영천터미널,YCB357000289,730-1,지선버스,영천터미널
15226,영천터미널,YCB357000291,614,지선버스,영천터미널
15227,영천터미널,YCB357000292,730-2,지선버스,영천터미널
15228,영천터미널,YCB357000295,320,지선버스,영천터미널
15229,영천터미널,YCB357000296,620,지선버스,영천터미널
15230,영천터미널,YCB357000297,320-1,지선버스,영천터미널
15231,논실종점,YCB357000299,622,지선버스,영천터미널
15232,영천터미널,YCB357000300,340,지선버스,용계리
15233,영천터미널,YCB357000301,622-1,지선버스,영천터미널
15234,영천터미널,YCB357000303,630,지선버스,영천터미널
15235,영천터미널,YCB357000304,710,지선버스,영천터미널
15236,영천터미널,YCB357000305,751-2,지선버스,영천터미널
15237,금호터미널건너,YCB357000306,710-1,지선버스,영천터미널
15238,충성대체력단련장건너,YCB357000307,3,지선버스,충성대체력단련장
15239,영천터미널,YCB357000308,220,지선버스,영천터미널
15240,영천터미널,YCB357000309,751,지선버스,영천터미널
15241,영천터미널,YCB357000311,220-2,지선버스,영천터미널
15242,영천터미널,YCB357000312,751-1,지선버스,영천터미널
15243,영천터미널,YCB357000313,751-3,지선버스,영천터미널
15244,영천터미널,YCB357000314,220-1,지선버스,영천터미널
15245,영천터미널,YCB357000316,752,지선버스,영천터미널
15246,영천터미널,YCB357000317,251,지선버스,영천터미널
15247,영천터미널,YCB357000318,753,지선버스,영천터미널
15248,영천터미널,YCB357000320,220-3,지선버스,영천터미널
15249,영천터미널,YCB357000321,760,지선버스,영천터미널
15250,충성대체력단련장건너,YCB357000324,3,지선버스,충성대체력단련장
15251,영천터미널,YCB357000325,760-1,지선버스,영천터미널
15252,영천터미널,YCB357000326,760-2,지선버스,영천터미널
15253,영천터미널,YCB357000327,611,지선버스,영천터미널
15254,충성대체력단련장건너,YCB357000328,3,지선버스,충성대체력단련장
15255,영천터미널,YCB357000329,760-3,지선버스,영천터미널
15256,영천터미널,YCB357000330,760-4,지선버스,영천터미널
15257,충성대체력단련장건너,YCB357000331,3,지선버스,영천터미널
15258,영천터미널,YCB357000332,761,지선버스,영천터미널
15259,영천터미널,YCB357000333,763,지선버스,영천터미널
15260,영천터미널,YCB357000337,611-1,지선버스,영천터미널
15261,영천터미널,YCB357000340,451,지선버스,영천터미널
15262,영천터미널,YCB357000341,450-2,지선버스,영천터미널
15263,영천터미널,YCB357000342,360,지선버스,영천터미널
15264,영천터미널,YCB357000343,450,지선버스,영천터미널
15265,영천터미널,YCB357000347,443,지선버스,영천터미널
15266,영천터미널,YCB357000348,360-2,지선버스,영천터미널
15267,영천터미널,YCB357000349,361,지선버스,영천터미널
15268,영천터미널,YCB357000351,621,지선버스,영천터미널
15269,창신영업소,YCB357000362,555,간선버스,창신아파트앞
15270,창신영업소,YCB357000363,55,간선버스,창신아파트앞
15271,영천터미널,YCB357000367,612,지선버스,영천터미널
15272,창신영업소,YCB357000370,555,간선버스,창신영업소
15273,영천터미널,YCB357000372,111-2,지선버스,금호터미널
15274,영천터미널,YCB357000375,363,지선버스,영천터미널
15275,창신영업소,YCB357000376,55,간선버스,하양시외버스터미널
15276,영천터미널,YCB357000379,622,지선버스,논실종점
15277,영천터미널,YCB357000385,순환2,순환버스,영천터미널
15278,영천터미널,YCB357000386,순환1,순환버스,금호터미널
15279,금호터미널건너,YCB357000387,순환1,순환버스,영천터미널
15280,금호터미널건너,YCB357000388,순환1,순환버스,금호터미널
15281,금호터미널건너,YCB357000389,순환1,순환버스,금호터미널
15282,금호터미널건너,YCB357000390,순환1,순환버스,금호터미널
15283,금호터미널건너,YCB357000391,710-2,지선버스,영천터미널
15284,영천터미널,YCB357000392,750-1,지선버스,영천터미널
15285,영천터미널,YCB357000393,순환3,순환버스,영천터미널
15286,영천터미널,YCB357000394,순환3,순환버스,완산1동경로당
15287,영천터미널,YCB357000396,순환2,순환버스,영천터미널
15288,임고면사무소건너,YCB357000397,55,간선버스,임고면사무소
15289,영천터미널,YCB357000398,432-1,지선버스,영천터미널
15290,영천버스터미널건너,YCB357000399,자양1,지선버스,영천터미널
15291,영천버스터미널건너,YCB357000400,자양1,지선버스,영천터미널
15292,영천버스터미널건너,YCB357000401,자양1,지선버스,영천터미널
15293,영천버스터미널건너,YCB357000402,자양1,지선버스,영천터미널
15294,영천터미널,YCB357000403,710-2,지선버스,금호터미널
15295,신녕버스터미널앞,YCB357000404,222,지선버스,금호터미널
15296,신녕버스터미널앞,YCB357000406,222-1,지선버스,금호터미널
15297,영천버스터미널건너,YCB357000407,3,지선버스,충성대체력단련장
15298,금호터미널건너,YCB357000408,222,지선버스,신녕버스터미널앞
15299,금호터미널,YCB357000409,222-1,지선버스,신녕버스터미널앞
15300,영천시민운동장주차장,YCB357000410,6,순환버스,영천시민운동장주차장
15301,영천교통,YCB357000411,2,순환버스,쌍계동
15302,영천교통,YCB357000412,2,순환버스,영대병원
15303,영천교통,YCB357000413,2-1,순환버스,영대병원
15304,영천교통,YCB357000415,2-2,순환버스,영대병원
15305,영천교통,YCB357000416,2-3,순환버스,영대병원
15306,영천교통,YCB357000417,2-4,순환버스,영대병원
15307,문경온천앞,TSB358000001,100,농어촌(일반)버스,상주터미널
15308,상주터미널,TSB358000002,970,농어촌(일반)버스,물갓매호
15309,상주터미널,TSB358000003,970,농어촌(일반)버스,경천대
15310,상주터미널,TSB358000004,101,농어촌(일반)버스,문경버스터미널
15311,상주터미널,TSB358000005,970,농어촌(일반)버스,경천대
15312,상주초등학교,TSB358000006,970,농어촌(일반)버스,경천대
15313,상주터미널,TSB358000007,970,농어촌(일반)버스,상주자전거박물관
15314,상주터미널,TSB358000008,970,농어촌(일반)버스,도남동
15315,상주터미널,TSB358000009,970,농어촌(일반)버스,도남동
15316,점촌시내버스터미널,TSB358000010,110,농어촌(일반)버스,상주터미널
15317,상주터미널,TSB358000011,111,농어촌(일반)버스,점촌시내버스터미널
15318,상주터미널,TSB358000012,970,농어촌(일반)버스,물갓매호
15319,상주터미널,TSB358000013,970,농어촌(일반)버스,물갓매호
15320,상주터미널,TSB358000014,970,농어촌(일반)버스,무곡
15321,지평,TSB358000015,120,농어촌(일반)버스,상주터미널
15322,지평,TSB358000016,121,농어촌(일반)버스,상주터미널
15323,지평,TSB358000017,122,농어촌(일반)버스,상주터미널
15324,상주터미널,TSB358000018,970,농어촌(일반)버스,백전
15325,지평,TSB358000019,123,농어촌(일반)버스,상주터미널
15326,무릉2리,TSB358000020,130,농어촌(일반)버스,상주터미널
15327,상주터미널,TSB358000021,970,농어촌(일반)버스,덕담리
15328,상주터미널,TSB358000022,970,농어촌(일반)버스,덕담리
15329,상주터미널,TSB358000023,970,농어촌(일반)버스,대원
15330,함창버스정류장,TSB358000024,131,농어촌(일반)버스,상주터미널
15331,상주터미널,TSB358000025,132,농어촌(일반)버스,무릉2리
15332,상주터미널,TSB358000026,970,농어촌(일반)버스,선산시외터미널
15333,상주터미널,TSB358000027,970,농어촌(일반)버스,옥산
15334,상주터미널,TSB358000028,200,농어촌(일반)버스,상주터미널
15335,상주터미널,TSB358000029,970,농어촌(일반)버스,송지리
15336,용담,TSB358000030,201,농어촌(일반)버스,상주터미널
15337,상주터미널,TSB358000031,202,농어촌(일반)버스,상주터미널
15338,상주터미널,TSB358000032,970,농어촌(일반)버스,옥산
15339,상주초등학교,TSB358000033,970,농어촌(일반)버스,용담1리
15340,상주터미널,TSB358000034,970,농어촌(일반)버스,용흥사
15341,상주터미널,TSB358000035,970,농어촌(일반)버스,용흥사
15342,상주터미널,TSB358000036,970,농어촌(일반)버스,이화2리.원상리
15343,사벌국면 행정복지센터,TSB358000037,203,농어촌(일반)버스,상주터미널
15344,사벌국면 행정복지센터,TSB358000038,204,농어촌(일반)버스,상주터미널
15345,사벌국면 행정복지센터,TSB358000039,204,농어촌(일반)버스,상주터미널
15346,상주터미널,TSB358000040,970,농어촌(일반)버스,퇴강리-계집막
15347,상주터미널,TSB358000041,970,농어촌(일반)버스,퇴강리-계집막
15348,상주터미널,TSB358000042,970,농어촌(일반)버스,퇴강리-계집막
15349,상주터미널,TSB358000043,970,농어촌(일반)버스,퇴강리-계집막
15350,상주1주공아파트,TSB358000044,970,농어촌(일반)버스,평천
15351,상주터미널,TSB358000045,970,농어촌(일반)버스,풍양정류소
15352,상주터미널,TSB358000046,970,농어촌(일반)버스,풍양정류소
15353,상주터미널,TSB358000047,970,농어촌(일반)버스,풍양정류소
15354,상주터미널,TSB358000048,970,농어촌(일반)버스,증촌
15355,상주터미널,TSB358000049,970,농어촌(일반)버스,회상1리
15356,물갓매호,TSB358000050,210,농어촌(일반)버스,상주터미널
15357,율리2리,TSB358000051,520,농어촌(일반)버스,상주터미널
15358,물갓매호,TSB358000052,211,농어촌(일반)버스,상주터미널
15359,삼덕,TSB358000053,220,농어촌(일반)버스,상주터미널
15360,삼덕,TSB358000054,221,농어촌(일반)버스,상주터미널
15361,물갓매호,TSB358000055,222,농어촌(일반)버스,상주터미널
15362,개운동,TSB358000056,530,농어촌(일반)버스,상주터미널
15363,풍양정류소,TSB358000057,230,농어촌(일반)버스,상주터미널
15364,풍양정류소,TSB358000058,231,농어촌(일반)버스,상주터미널
15365,풍양정류소,TSB358000059,232,농어촌(일반)버스,상주터미널
15366,선산시외터미널,TSB358000060,540,농어촌(일반)버스,상주터미널
15367,퇴강리-계집막,TSB358000061,240,농어촌(일반)버스,상주터미널
15368,퇴강리-계집막,TSB358000062,241,농어촌(일반)버스,상주터미널
